code,created_t,product_name,quantity,product_quantity,serving_size,serving_quantity,brands,categories,labels,emb_codes,ingredients_text,ingredients_tags,nutriscore_grade,nutriscore_score,categories_tags,labels_tags,countries_tags,no_nutrition_data,added-sugars_100g,alcohol_100g,alpha-linolenic-acid_100g,biotin_100g,caffeine_100g,calcium_100g,carbohydrates-total_100g,carbohydrates_100g,cholesterol_100g,choline_100g,chromium_100g,copper_100g,docosahexaenoic-acid_100g,eicosapentaenoic-acid_100g,energy-kcal_100g,energy-kj_100g,energy_100g,fat_100g,fiber_100g,fructose_100g,fruits-vegetables-legumes-estimate-from-ingredients_100g,fruits-vegetables-legumes_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fruits-vegetables-nuts_100g,glucose_100g,glycemic-index_100g,iodine_100g,iron_100g,magnesium_100g,maltose_100g,manganese_100g,monounsaturated-fat_100g,nova-group_100g,nutrition-score-fr_100g,omega-3-fat_100g,omega-6-fat_100g,pantothenic-acid_100g,phosphorus_100g,polyols_100g,polyunsaturated-fat_100g,potassium_100g,proteins_100g,salt_100g,saturated-fat_100g,selenium_100g,sodium_100g,starch_100g,sucrose_100g,sugars_100g,taurine_100g,trans-fat_100g,vitamin-a_100g,vitamin-b12_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-c_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-pp_100g,zinc_100g
0000100000521,1718833895,Dry Kibbled Portabella Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000522,1718833895,Dry Powdered Portabella Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000523,1718833895,Dry Sliced White Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000524,1718833896,Dry Sliced White Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000525,1718833896,Dry Kibbled White Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000526,1718833896,Dry Powdered White Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000527,1718833896,Dry Whole Maitake Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000528,1718833896,Dry Whole Maitake Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000529,1718833894,Dry Whole Oyster Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000530,1718833894,Dry Whole Oyster Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000558,1718833895,Dadex RT liquid GF Organic NGM-PV,,,,,Dadex,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000572,1718833895,Lamb Boneless Cubes,,,,,Atkins Ranch,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000573,1718833895,Lamb Boneless Knuckles,,,,,Atkins Ranch,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000574,1718833895,Lamb Shanks,,,,,Atkins Ranch,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000600,1718833893,Bone in lamb shoulder,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000601,1718833893,Boneless lamb shoulder,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000602,1718833893,Bone in foreshanks,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000603,1718833894,Bone in lamb leg,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000604,1718833894,Boneless lamb leg,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000605,1718833894,Boneless lamb topsides,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000606,1718833894,Boneless lamb knuckles,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000607,1718833894,Boneless lamb sirloins,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000608,1718833892,Bone in lamb hindshanks,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000609,1718833892,Bone in lamb racks,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000610,1718833893,Bone in lamb loins,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000611,1718833893,Boneless lamb loins,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000612,1718833893,Bone in lamb saddle,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000613,1718833893,Boneless lamb saddle,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000614,1718833893,Boneless lamb tenderloins,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000615,1718833891,Bone in lamb cuts,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000616,1718833891,Boneless lamb cuts,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000617,1718833891,Bone in lamb riblets,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000618,1718833892,Lamb bones,,,,,Ovation,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000619,1718833892,Bone in lamb shoulder,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000620,1718833892,Boneless lamb shoulder,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000621,1718833892,Bone in foreshanks,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000622,1718833892,Bone in lamb leg,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000623,1718833890,Boneless lamb leg,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000624,1718833890,Boneless lamb topsides,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000625,1718833890,Boneless lamb knuckles,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000626,1718833890,Boneless lamb sirloins,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000627,1718833891,Bone in lamb hindshanks,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000628,1718833891,Bone in lamb racks,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000629,1718833891,Bone in lamb loins,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000630,1718833891,Boneless lamb loins,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000631,1718833889,Bone in lamb saddle,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000632,1718833889,Boneless lamb saddle,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000633,1718833889,Boneless lamb tenderloins,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000634,1718833889,Bone in lamb cuts,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000635,1718833889,Boneless lamb cuts,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000636,1718833890,Bone in lamb riblets,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000637,1718833890,Lamb bones,,,,,Te Kuiti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000687,1718833890,Oil Roasted Unsalted Cashews,,,,,Caro Nut,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000688,1718833890,Organic Dry Roasted Cashew Butter,,,,,Caro Nut,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000689,1718833888,Dry Roasted Cashew Butter,,,,,Caro Nut,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000690,1718833888,Dry Roasted Unsalted Hazelnuts,,,,,Caro Nut,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000691,1718833888,Raw Cashews,,,,,Caro Nut,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000692,1718833888,Raw Brazil Nuts,,,,,Caro Nut,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000693,1718833888,Raw Hazelnuts,,,,,Caro Nut,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000694,1718833888,Dry Roasted Organic Almond Butter,,,,,Caro Nut,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000695,1718833889,Dry Roasted Almond Butter,,,,,Caro Nut,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000696,1718833889,Mixed Nut Butter,,,,,Caro Nut,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000699,1718833887,Albacore Tuna in Water,,,,,Blue Harbor Fish Co.,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000713,1718833887,Ben's Maple Syrup,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000714,1718833887,Ben's Maple Syrup,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000715,1718833887,Ben's Maple Syrup,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000716,1718833887,Ben's Maple Candy,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000717,1718833887,Ben's Maple Candy,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000718,1718833887,Ben's Maple Candy,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000719,1718833888,Ben's Maple Candy,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000720,1718833885,Ben's Maple Candy,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000721,1718833886,Ben's Maple Candy,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000722,1718833886,Ben's Pure Maple Cream,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000723,1718833886,Ben's Pure Maple Cream,,,,,Ben's Sugar Shack,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000724,1570364739,Ben's Pure Maple Cream,,,,,"Ben's Sugar Shack, Jeff de Bruges",,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project","en:france,en:world",,,,,,,,,59.12,,,,,,,532,2221.96,2221.96,30.28,,,,,,,,,,,,,,,,,,,,,,,,5.68,0.27,19.3,,0.108,,,37.72,,,,,,,,,,,,,,
0000100000726,1718833886,Bacognize (BCN045EPPH),,,,,Verdure Sciences,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000729,1718833886,Pomella (POM030EPPH),,,,,Verdure Sciences,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000730,1718833886,Wokvel (WOK065EGPH),,,,,Verdure Sciences,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000736,1718827442,Milled Golden Roasted Flax,,,,,Flax for Nutrition,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000797,1718833884,Bell pepper,,,,,Showcase,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000799,1718833884,Roma Tomato,,,,,Master's Touch,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000801,1718833885,Grape Tomato,,,,,Master's Touch,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000802,1718833885,Grape Tomato,,,,,Master's Touch,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000834,1718827439,Organic Milk Protein Concentrate 85 Non-GMO Project Verified,,,,,Milk Specialties Global.,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000835,1718827439,Milk Protein Concentrate 85 Non-GMO Project Verified,,,,,Milk Specialties Global.,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000837,1718827439,Soy Protein Concentrate,,,,,Gushen,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000861,1718827440,Wholemeal Italian Farro (Triticum Dicoccum),,,,,Poggio del Farro,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000862,1718827440,Pearled Italian Farro (Triticum Dicoccum),,,,,Poggio del Farro,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000877,1718833885,Black Seedless Table Grape (Summer Royal),,,,,Masters Touch Organics,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
